Philippines;SouthAfrica;14
Australia;Switzerland;207
Belgium;UnitedKingdom;243
Kazakhstan;India;1
Malta;Venezuela;1
Romania;Iraq;2
Romania;Iran;26
Mexico;Somalia;1
Greece;Thailand;44
Belgium;Ireland;86
Nepal;Oman;1
HongKong;Barbados;2
Albania;Poland;1
Australia;Poland;103
Mexico;Qatar;5
Jordan;Bangladesh;9
Belgium;Algeria;1
SriLanka;Uganda;14
CzechRepublic;Thailand;43
Malaysia;NewZealand;27
Liberia;Georgia;1
Kenya;SouthAfrica;26
BurkinaFaso;Yemen;5
Congo-Kinshasa;UnitedKingdom;9
Bulgaria;Canada;17
Nepal;Uruguay;7
Guinea;Thailand;18
Kenya;Taiwan;2
Cameroon;Mongolia;5
Greece;Pakistan;21
Switzerland;Azerbaijan;1
Peru;Spain;16
Colombia;Israel;23
Singapore;Nigeria;5
Uzbekistan;Mongolia;1
UnitedKingdom;EuropeanUnion;65
India;Mongolia;1
Greece;Myanmar;2
Jersey;Bahrain;2
Honduras;Malawi;9
Croatia;Ireland;11
Ghana;Malaysia;13
UnitedArabEmirates;Azerbaijan;1
Moldova;Switzerland;6
Cameroon;Myanmar;5
Netherlands;Turkey;75
Argentina;Bahamas;7
Zambia;Togo;6
Georgia;Russia;1
Côted’Ivoire;UnitedArabEmirates;3
Greece;Sweden;80
Morocco;Taiwan;2
Bulgaria;UnitedKingdom;31
Guinea;Côted’Ivoire;1
Jamaica;Libya;1
Germany;Guinea;18
Mongolia;Madagascar;5
Germany;Nepal;21
Chile;Venezuela;21
Ecuador;Mongolia;5
Guernsey;Barbados;2
Iran;Luxembourg;18
Germany;NorthKorea;7
Mali;Turkey;1
Canada;Congo-Kinshasa;9
Nigeria;Malta;4
Austria;Brazil;70
Mali;UnitedStates;1
Hungary;Oman;1
Morocco;Kyrgyzstan;1
Barbados;Cameroon;1
Brazil;Netherlands;98
Chad;Afghanistan;1
SriLanka;Zimbabwe;1
Germany;Switzerland;300
Côted’Ivoire;Pakistan;1
Belgium;FalklandIslands;18
Thailand;Tanzania;3
Ghana;Lebanon;1
Bulgaria;UnitedStates;15
Congo-Kinshasa;UnitedArabEmirates;1
Mauritius;Netherlands;19
Congo-Kinshasa;Laos;1
Georgia;Kyrgyzstan;1
Belgium;Iran;38
Poland;Indonesia;9
Paraguay;Philippines;1
Algeria;Cambodia;1
Spain;Nepal;27
Peru;Somalia;6
St.Helena;Canada;4
Sudan;Tanzania;14
Belgium;Kenya;6
Ukraine;Guernsey;1
China;Uganda;20
Estonia;Poland;18
Bulgaria;Australia;31
Switzerland;Morocco;9
Iraq;HongKong;8
HongKong;Iran;10
France;Malawi;7
SierraLeone;Mali;1
Pakistan;Honduras;4
Ireland;Philippines;14
Argentina;Mexico;70
Mozambique;Somalia;5
Canada;Croatia;34
Mexico;Singapore;23
Mongolia;Laos;1
Bahrain;Canada;3
Romania;Albania;1
Germany;Mauritius;36
HongKong;Peru;1
Australia;Peru;16
Ireland;Dominica;2
SouthAfrica;Yemen;19
Jamaica;Belgium;4
Bulgaria;Ireland;24
Jamaica;Oman;1
Libya;Oman;1
IsleofMan;Bermuda;2
Trinidad&Tobago;PuertoRico;14
Kenya;Uzbekistan;1
Portugal;Togo;6
Denmark;Greece;57
Barbados;Bulgaria;1
UnitedKingdom;Nigeria;55
Estonia;Ireland;24
St.Vincent&Grenadines;Greece;5
Ethiopia;Sudan;18
Italy;Jordan;11
Italy;Latvia;1
Dominica;Gibraltar;2
Bulgaria;Nepal;2
Austria;Israel;36
Colombia;Taiwan;25
Malaysia;Israel;13
Mexico;SierraLeone;1
Taiwan;NewZealand;21
IsleofMan;CostaRica;2
Kuwait;Myanmar;1
Ukraine;Vietnam;1
Guernsey;Myanmar;2
Malaysia;Slovakia;20
St.Helena;France;4
CzechRepublic;Georgia;3
UnitedKingdom;Albania;9
Niger;UnitedStates;17
Ghana;UnitedArabEmirates;1
Serbia;Japan;23
Japan;Bolivia;20
Lesotho;Myanmar;5
Kenya;Swaziland;6
Turkey;Azerbaijan;1
Brazil;Chile;94
Norway;Slovakia;20
Denmark;Azerbaijan;1
Portugal;Denmark;99
Greece;Switzerland;102
Nigeria;Taiwan;9
Canada;SaudiArabia;20
Kuwait;Ukraine;6
Estonia;Germany;43
Grenada;Italy;5
Ethiopia;Togo;6
Chile;HongKong;6
France;Albania;9
Namibia;Bangladesh;1
Brazil;Colombia;64
Italy;Nicaragua;6
Cuba;Taiwan;18
Egypt;Uzbekistan;1
CzechRepublic;Denmark;96
Belgium;Cyprus;4
CzechRepublic;Mexico;42
Bolivia;Portugal;14
Portugal;Poland;80
Venezuela;SriLanka;1
UnitedArabEmirates;Kyrgyzstan;1
Belgium;Zambia;6
Malawi;Portugal;6
Ireland;Austria;62
Nicaragua;ElSalvador;10
Egypt;China;62
Botswana;France;11
Austria;Poland;67
Switzerland;Congo-Brazzaville;3
Peru;Côted’Ivoire;1
Malta;Romania;11
Luxembourg;Italy;61
Panama;Venezuela;36
Uganda;Afghanistan;1
Finland;Pakistan;15
France;Panama;36
Bahrain;France;1
Finland;Israel;56
Japan;Indonesia;22
UnitedKingdom;Bolivia;27
France;Hungary;115
EuropeanUnion;SouthKorea;17
Guatemala;Bangladesh;4
Germany;Ethiopia;30
Oman;Portugal;1
Bangladesh;Gibraltar;3
Guinea;Afghanistan;1
Nigeria;UnitedStates;40
Algeria;Lebanon;1
SierraLeone;Trinidad&Tobago;1
Canada;CostaRica;10
Romania;Singapore;28
Ireland;Romania;59
Brunei;Cameroon;1
France;Greenland;7
France;Congo-Brazzaville;7
Nigeria;Slovakia;2
France;Kuwait;19
Norway;Qatar;1
Germany;UnitedStates;530
Indonesia;Bolivia;6
China;Netherlands;153
Somalia;Algeria;1
Nepal;Belgium;2
Bulgaria;Ghana;1
France;SouthAfrica;149
Barbados;Ghana;1
Canada;Slovakia;42
Turkey;Venezuela;3
Mauritius;Sweden;18
NorthKorea;China;7
Cameroon;Madagascar;5
Canada;FaroeIslands;2
Latvia;Iran;5
UnitedKingdom;Croatia;93
Denmark;Bolivia;14
India;PuertoRico;14
Israel;Greece;31
India;NewZealand;94
NewZealand;Ethiopia;24
St.Vincent&Grenadines;ElSalvador;5
Algeria;Bangladesh;1
Mozambique;Ecuador;4
Jersey;Gibraltar;2
Jordan;China;29
Japan;Pakistan;23
Moldova;Malaysia;40
Nepal;Switzerland;27
Brazil;Trinidad&Tobago;17
Russia;Monaco;1
Belgium;Turkey;41
France;UnitedArabEmirates;2
Bangladesh;CzechRepublic;5
UnitedArabEmirates;Turkey;2
UnitedStates;St.Lucia;5
FaroeIslands;Iran;1
Nepal;Somalia;4
HongKong;Mauritius;1
Niger;Portugal;16
Cameroon;Russia;4
SierraLeone;Somalia;6
Guernsey;Mexico;2
Austria;Slovenia;25
Iran;SriLanka;8
Uganda;Ukraine;2
Bahrain;Australia;3
Afghanistan;Mongolia;6
UnitedStates;Tunisia;11
France;Chad;13
BurkinaFaso;Togo;6
Turkey;Uzbekistan;2
Bahrain;Ghana;1
UnitedKingdom;SouthSudan;19
Cuba;NewZealand;18
Bolivia;Cameroon;5
Senegal;Mali;1
Senegal;Taiwan;2
Tanzania;Mali;1
France;Qatar;5
Italy;Syria;1
Serbia;Peru;1
Italy;Uruguay;43
Jamaica;ElSalvador;5
SouthGeorgia&SouthSandwichIslands;Iran;6
Mexico;Lebanon;1
Mozambique;Jordan;1
Cameroon;Zimbabwe;14
Liberia;Kyrgyzstan;1
BurkinaFaso;Peru;5
Colombia;Somalia;9
Uzbekistan;Philippines;1
Australia;Tanzania;11
Liberia;Japan;6
Russia;Zimbabwe;3
Honduras;Kenya;4
Israel;Taiwan;21
Germany;Pakistan;73
Argentina;Egypt;22
Ireland;Andorra;8
Argentina;Iraq;5
Egypt;Mauritius;18
Argentina;Iran;33
SouthSudan;Andorra;5
Peru;UnitedArabEmirates;1
Japan;Austria;81
SierraLeone;Lebanon;1
Georgia;UnitedStates;4
Israel;Luxembourg;43
India;Niger;7
Japan;Mexico;73
Barbados;SaudiArabia;3
Brazil;Bangladesh;20
Denmark;Turkey;23
Taiwan;Bermuda;2
Germany;SouthSudan;14
Australia;Russia;150
Djibouti;China;7
Cyprus;Lithuania;9
SaudiArabia;Gibraltar;3
Egypt;Georgia;1
Vietnam;Turkey;15
Canada;FalklandIslands;18
Lebanon;Russia;1
SouthAfrica;Uganda;31
SierraLeone;Namibia;1
St.Lucia;Guatemala;5
Bolivia;Singapore;14
Japan;Trinidad&Tobago;17
China;Jersey;1
Sweden;Antarctica;22
Liberia;Sudan;1
Norway;Niger;7
UnitedKingdom;NorthKorea;7
Portugal;Uganda;6
Brazil;Côted’Ivoire;28
Bangladesh;Bermuda;3
Mexico;Dominica;2
Bangladesh;Togo;6
Switzerland;Yemen;25
Canada;Monaco;2
Switzerland;Portugal;92
Chad;PapuaNewGuinea;4
Peru;Uruguay;1
UnitedArabEmirates;SaudiArabia;2
Malawi;Togo;6
Kuwait;Latvia;1
Congo-Kinshasa;SouthSudan;4
SouthSudan;Vanuatu;4
Uganda;UnitedKingdom;19
Paraguay;Somalia;1
Italy;Zambia;7
Portugal;Bangladesh;13
Côted’Ivoire;UnitedStates;31
ElSalvador;Lesotho;5
Italy;Iran;79
SouthKorea;Guernsey;1
Pakistan;Russia;14
Cyprus;Canada;15
Indonesia;Rwanda;6
Argentina;Iceland;12
Ghana;Tanzania;20
Barbados;Belgium;1
Zambia;UnitedArabEmirates;2
Greenland;Peru;7
Italy;Peru;14
Cuba;Madagascar;5
Ireland;Uruguay;18
Sweden;Gibraltar;2
Iraq;Malaysia;10
India;Malawi;19
Mongolia;SouthKorea;2
Algeria;Greece;9
Afghanistan;Madagascar;5
Ethiopia;Vietnam;13
Spain;Venezuela;25
Japan;SouthKorea;59
SierraLeone;Congo-Kinshasa;1
Mexico;Chad;1
Portugal;Cameroon;9
UnitedStates;ElSalvador;10
Colombia;Ecuador;16
Ethiopia;Switzerland;35
Belgium;Luxembourg;45
Lithuania;Qatar;1
China;Gibraltar;1
Azerbaijan;Cyprus;1
Kenya;Libya;1
Argentina;Romania;15
India;Barbados;3
Jersey;Taiwan;2
Finland;🇪;9
Gibraltar;Slovakia;2
Panama;Greece;5
SouthAfrica;Swaziland;6
UnitedStates;Zimbabwe;10
Nepal;Turkey;5
Nicaragua;Vanuatu;4
Canada;UnitedKingdom;435
Japan;NorthKorea;7
China;Portugal;128
EuropeanUnion;Jamaica;3
EuropeanUnion;Sweden;21
Namibia;Philippines;1
Kyrgyzstan;Philippines;1
SouthKorea;Israel;31
Ethiopia;Pakistan;23
Bolivia;Iraq;5
Estonia;Spain;49
Australia;Croatia;33
SierraLeone;Côted’Ivoire;1
IsleofMan;Canada;2
Bermuda;France;1
Cyprus;France;61
Indonesia;Serbia;6
SouthKorea;Tanzania;4
Guatemala;Greece;5
Israel;Panama;36
Estonia;Norway;36
Egypt;Uganda;14
St.Lucia;Ecuador;5
Lebanon;Qatar;1
Ecuador;Syria;5
Libya;Mauritius;1
Namibia;Indonesia;1
Bolivia;Estonia;6
Cameroon;Philippines;20
Peru;Nigeria;2
Greece;UnitedStates;239
NewZealand;Botswana;7
Israel;Mexico;45
Swaziland;Togo;6
Malaysia;Venezuela;1
Bangladesh;Myanmar;6
HongKong;Kenya;1
HongKong;Bangladesh;2
Belgium;SintMaarten;1
Netherlands;Romania;45
Nicaragua;Malaysia;1
Macedonia;EuropeanUnion;3
Tanzania;Colombia;9
Syria;CzechRepublic;1
Finland;SintMaarten;1
CzechRepublic;Kazakhstan;2
BurkinaFaso;Spain;6
Hungary;Philippines;12
Eritrea;Netherlands;7
Kazakhstan;Kyrgyzstan;1
Bulgaria;Slovenia;9
Senegal;Bangladesh;1
Jamaica;Serbia;1
Colombia;Singapore;6
Myanmar;Colombia;11
Pakistan;Tunisia;4
Peru;Algeria;1
Yemen;Jordan;1
Bulgaria;Austria;25
Côted’Ivoire;Romania;2
Nicaragua;Niger;1
Croatia;Singapore;11
Zambia;UnitedStates;14
China;Qatar;5
Australia;Jordan;19
NewZealand;SriLanka;3
Chad;Vanuatu;4
Switzerland;Zambia;12
Vietnam;Taiwan;6
SintMaarten;PapuaNewGuinea;4
Bulgaria;Japan;25
Morocco;Turkey;1
IsleofMan;Philippines;1
Jamaica;Poland;1
Bulgaria;Peru;7
Azerbaijan;Gibraltar;1
India;Mauritania;1
Israel;Nepal;2
Ghana;Chile;6
HongKong;Tanzania;4
Germany;Tanzania;11
Australia;SouthAfrica;123
Iraq;Bermuda;2
Jersey;Qatar;2
Bahamas;SouthKorea;1
Poland;Serbia;21
China;Bermuda;1
Georgia;Indonesia;1
Congo-Kinshasa;Kenya;11
Georgia;Laos;1
Greece;India;174
Greenland;Pakistan;7
Egypt;Japan;31
Egypt;NewZealand;23
Congo-Kinshasa;Chad;5
Vietnam;Portugal;14
Algeria;Turkey;1
Paraguay;Egypt;1
Estonia;Hungary;24
Denmark;SouthSudan;5
Croatia;Morocco;9
Mozambique;Bolivia;4
Nicaragua;Congo-Kinshasa;4
Belize;Panama;5
Lithuania;Pakistan;10
Côted’Ivoire;Monaco;2
Chile;Ukraine;1
Yemen;Georgia;1
Canada;Turkey;80
Cyprus;SouthSudan;9
SouthKorea;CostaRica;8
Chile;Norway;43
UnitedKingdom;Myanmar;9
Bolivia;Russia;14
Panama;UnitedKingdom;41
Germany;Germany;39
Bermuda;Brazil;1
Kenya;Kazakhstan;1
Malawi;Mongolia;5
HongKong;Russia;6
Iceland;Russia;7
Australia;Slovenia;25
Nepal;Grenada;5
Nepal;NewZealand;1
Portugal;Thailand;43
Ethiopia;Iraq;5
Finland;Morocco;9
SintMaarten;Iran;6
Ethiopia;Eritrea;7
BurkinaFaso;Iraq;5
Argentina;UnitedArabEmirates;2
Vanuatu;Bangladesh;4
Ethiopia;Iran;6
Mozambique;Mali;1
Nicaragua;Greece;6
Bangladesh;Switzerland;11
Cameroon;India;17
Jordan;Denmark;17
Algeria;🇾🇺;9
Italy;Senegal;2
Greece;Greece;7
Iceland;Venezuela;1
Portugal;Malaysia;37
Sweden;Lebanon;1
Nigeria;Portugal;6
Egypt;Tanzania;14
UnitedArabEmirates;Russia;2
Canada;Denmark;94
Chad;Jordan;1
Uganda;Guernsey;1
Thailand;Bahrain;2
Chile;CzechRepublic;38
Nicaragua;Kenya;4
Italy;Belarus;3
Colombia;Norway;40
Guinea;Hungary;18
SriLanka;Bulgaria;3
UnitedArabEmirates;Vietnam;1
Croatia;Lithuania;9
BurkinaFaso;SierraLeone;5
Côted’Ivoire;Mongolia;3
Austria;Malta;8
Spain;India;266
Mexico;Slovakia;27
Greece;Morocco;9
PalestinianTerritories;Somalia;5
Colombia;Malaysia;18
Indonesia;Estonia;9
Hungary;Panama;36
Brunei;Bulgaria;1
Algeria;Yemen;1
Chad;Iran;7
Chad;Iraq;1
India;Trinidad&Tobago;17
Panama;Taiwan;36
India;Japan;161
Pakistan;Sudan;14
Bulgaria;Switzerland;3
Cyprus;Japan;16
Germany;Indonesia;53
Argentina;Philippines;2
UnitedArabEmirates;Philippines;1
Uganda;Uzbekistan;2
Austria;Malaysia;33
Lebanon;Kazakhstan;1
Brazil;UnitedArabEmirates;2
Argentina;HongKong;15
Congo-Kinshasa;Italy;3
Malaysia;SouthAfrica;32
Somalia;Kyrgyzstan;1
PalestinianTerritories;Mongolia;5
Cameroon;Poland;4
Brazil;Slovenia;37
Slovenia;Nepal;2
EuropeanUnion;Germany;60
UnitedStates;Chad;14
Japan;Panama;36
Kuwait;SouthAfrica;16
Austria;Gibraltar;1
Germany;Norway;105
Namibia;Uzbekistan;1
Afghanistan;Malawi;5
NewZealand;Eritrea;7
Romania;Bangladesh;11
Australia;Gibraltar;3
Mexico;Congo-Kinshasa;1
Barbados;Canada;3
Zimbabwe;Netherlands;13
Belgium;Canada;146
Austria;NewZealand;33
Nigeria;Malaysia;37
SierraLeone;Uganda;2
Ecuador;UnitedStates;27
Qatar;UnitedArabEmirates;2
Chile;Romania;21
Philippines;Sweden;13
Bolivia;Sudan;5
Iraq;Azerbaijan;1
Ethiopia;Malawi;28
Netherlands;Bangladesh;5
Namibia;India;1
Colombia;Thailand;18
Liberia;Russia;1
SouthAfrica;Mali;1
Kuwait;SaudiArabia;22
SierraLeone;Afghanistan;6
Australia;Greenland;7
Luxembourg;Pakistan;1
Trinidad&Tobago;Netherlands;14
Germany;Kenya;17
Cyprus;Australia;30
Norway;UnitedKingdom;111
Yemen;Azerbaijan;1
Bangladesh;Mongolia;1
Somalia;Bangladesh;5
Yemen;Australia;21
Egypt;Greece;20
Hungary;CzechRepublic;77
Indonesia;Pakistan;18
Turkey;UnitedKingdom;142
FalklandIslands;Luxembourg;18
Colombia;UnitedStates;79
Malta;Philippines;1
Egypt;Germany;43
Bahrain;Brunei;1
Egypt;Yemen;1
Guinea;Azerbaijan;1
Norway;Swaziland;6
Italy;Mauritius;37
Indonesia;Hungary;13
Morocco;China;1
Denmark;Ecuador;7
Senegal;Ghana;1
Colombia;Greece;45
CzechRepublic;SouthKorea;15
Greece;PalestinianTerritories;3
Chile;SouthSudan;5
SierraLeone;Syria;5
Dominica;Bermuda;2
Spain;CostaRica;8
ElSalvador;Myanmar;5
Greenland;Sweden;1
Albania;Brazil;1
CzechRepublic;Russia;57
PalestinianTerritories;SierraLeone;5
Latvia;Portugal;1
Tanzania;Somalia;1
Cuba;Myanmar;5
Honduras;PalestinianTerritories;5
CzechRepublic;Uruguay;27
Greece;Greenland;7
Lebanon;Luxembourg;1
Switzerland;Indonesia;9
Guadeloupe;China;4
Bahamas;UnitedKingdom;1
Niger;Switzerland;7
Romania;Yemen;18
Cyprus;Ireland;33
Malaysia;Mexico;46
EuropeanUnion;Belgium;29
Brazil;SouthSudan;5
Kenya;UnitedArabEmirates;1
IsleofMan;Mexico;2
Azerbaijan;Afghanistan;1
Ethiopia;Ireland;28
Senegal;Somalia;1
Libya;Peru;1
Jamaica;St.Vincent&Grenadines;5
Chile;CostaRica;8
Hungary;Slovenia;28
Nigeria;Congo-Kinshasa;1
Iran;Vietnam;37
Austria;UnitedStates;96
Cuba;Lesotho;5
Hungary;Andorra;5
UnitedKingdom;Guadeloupe;6
Yemen;Malawi;5
Norway;Taiwan;20
BurkinaFaso;Switzerland;10
Belgium;NewZealand;73
Hungary;Kuwait;1
NewZealand;Iraq;10
IsleofMan;Taiwan;2
Congo-Kinshasa;Afghanistan;1
NewZealand;Iran;67
Switzerland;Taiwan;48
Pakistan;Cambodia;1
Georgia;UnitedKingdom;3
EuropeanUnion;Monaco;6
Russia;Kazakhstan;1
Germany;Italy;450
CzechRepublic;Iran;44
Honduras;Lesotho;5
Canada;Azerbaijan;1
Ireland;SouthAfrica;77
NorthKorea;Botswana;7
Ghana;SriLanka;13
Singapore;Switzerland;52
Guinea;Yemen;1
Finland;Uruguay;19
China;Antarctica;22
Belgium;Switzerland;157
HongKong;Dominica;2
Tanzania;Azerbaijan;1
SaudiArabia;Cyprus;3
FalklandIslands;Finland;18
Afghanistan;Syria;5
Mauritius;Oman;1
Mauritius;Qatar;1
Canada;Malta;12
Nicaragua;Spain;1
Azerbaijan;UnitedStates;4
Lesotho;Nicaragua;5
PalestinianTerritories;Myanmar;5
Swaziland;Zimbabwe;6
Japan;Sweden;81
SierraLeone;Azerbaijan;1
Nicaragua;Philippines;5
Portugal;Japan;110
France;Mexico;133
Poland;SaudiArabia;11
Romania;SouthSudan;5
Luxembourg;SouthKorea;17
Kazakhstan;Laos;1
Bulgaria;Venezuela;1
Belgium;Poland;64
Morocco;🇾🇺;9
Nepal;Bolivia;11
India;Malaysia;122
Guatemala;ElSalvador;5
Pakistan;Bermuda;2
Canada;Malaysia;41
Ethiopia;UnitedKingdom;52
Russia;SriLanka;7
Finland;Albania;8
Israel;NewZealand;36
Australia;Uganda;12
SaudiArabia;Myanmar;2
Kenya;Switzerland;11
Ethiopia;Poland;4
Bahamas;Switzerland;1
Iraq;Cyprus;2
Canada;Thailand;43
Colombia;SouthSudan;9
Iraq;Myanmar;7
Myanmar;Oman;1
Mexico;Nepal;20
Guatemala;SintMaarten;4
Romania;Ukraine;16
Austria;Turkey;33
Chile;France;113
Sweden;Vietnam;1
Zimbabwe;SouthKorea;2
Bangladesh;Malawi;23
Bangladesh;Kenya;24
Guinea;Ukraine;1
Luxembourg;SouthSudan;5
Nepal;France;31
Peru;Poland;8
China;Kenya;29
Ireland;Italy;200
Estonia;Japan;40
Spain;WesternSahara;2
Jordan;Russia;4
Belgium;Pakistan;8
Greece;Mexico;36
Brazil;Monaco;4
Norway;UnitedStates;98
Pakistan;Gibraltar;2
Algeria;Ukraine;1
Guinea;Spain;18
Ireland;Netherlands;94
Yemen;UnitedArabEmirates;1
Georgia;India;4
Japan;Myanmar;1
NewZealand;Lithuania;13
Brunei;China;4
Senegal;Laos;1
Ireland;Norway;44
Indonesia;China;62
Peru;Philippines;11
Pakistan;Oman;35
Nigeria;Russia;11
Côted’Ivoire;Spain;53
Latvia;Poland;6
SouthKorea;Nepal;9
Canada;Gibraltar;3
Guatemala;Panama;5
Cameroon;Ghana;20
SouthAfrica;Switzerland;83
Australia;Philippines;13
Thailand;Libya;3
Grenada;Turkey;5
ElSalvador;Italy;5
Panama;Slovenia;36
Bolivia;BurkinaFaso;5
UnitedStates;CostaRica;8
Ireland;Morocco;1
Mexico;Sweden;89
Georgia;Ireland;3
Serbia;Pakistan;27
Thailand;Turkey;26
SierraLeone;SouthAfrica;2
Bahrain;SouthAfrica;2
Japan;Libya;1
Turkey;Jamaica;7
Bahamas;Bulgaria;7
SouthAfrica;Chad;1
Sudan;Morocco;1
Kazakhstan;Monaco;2
Jamaica;Kenya;1
Italy;Ethiopia;37
Namibia;Kazakhstan;1
Pakistan;Turkey;6
Guernsey;CostaRica;2
Germany;France;527
Ghana;Taiwan;2
India;Ethiopia;44
Greenland;Iceland;7
India;Zambia;13
Kyrgyzstan;Pakistan;1
Russia;Vietnam;16
Guadeloupe;Turkey;4
Turkey;Iran;39
Norway;Venezuela;19
HongKong;Cyprus;2
Brazil;Brazil;1
Mexico;Ukraine;27
Nicaragua;SierraLeone;5
Iran;Kazakhstan;2
Romania;Barbados;2
Cameroon;Taiwan;3
SaudiArabia;Philippines;7
Mexico;Belgium;61
Barbados;Australia;3
Azerbaijan;Brunei;1
Colombia;Mongolia;5
China;PuertoRico;14
Myanmar;Gibraltar;2
Estonia;Uruguay;18
Liberia;Iraq;1
Sweden;Dominica;2
Chad;Azerbaijan;1
Peru;Egypt;1
Greece;Jordan;5
Finland;Ghana;1
SintMaarten;UnitedStates;9
Canada;Libya;4
Denmark;Serbia;6
Brunei;Russia;3
Jamaica;Sweden;2
Finland;UnitedStates;112
Denmark;Thailand;34
Singapore;Belgium;46
Portugal;Netherlands;99
UnitedStates;Oman;7
Bermuda;Gibraltar;3
Bangladesh;UnitedKingdom;41
SintMaarten;Myanmar;4
Trinidad&Tobago;Bolivia;14
CzechRepublic;Zambia;6
NewZealand;UnitedStates;149
Algeria;Pakistan;1
Libya;NewZealand;1
Nigeria;Kyrgyzstan;1
Pakistan;Myanmar;7
Poland;Bangladesh;12
Malaysia;Switzerland;24
Ireland;Trinidad&Tobago;15
Poland;Bermuda;2
Philippines;Taiwan;20
Canada;Romania;54
Colombia;Peru;20
Greenland;Malaysia;7
Iraq;Kuwait;12
France;SouthKorea;133
Mexico;Philippines;25
BurkinaFaso;Sudan;5
Lebanon;Norway;1
Slovenia;Sweden;44
Slovenia;UnitedKingdom;49
Canada;Guinea;21
Taiwan;CostaRica;2
Algeria;UnitedArabEmirates;1
Bolivia;Greece;14
Bermuda;CostaRica;2
Somalia;Bolivia;9
Yemen;Myanmar;5
Ghana;Norway;12
Jersey;Germany;3
Norway;Indonesia;15
Mali;Bangladesh;1
Denmark;Belarus;3
Taiwan;Taiwan;1
Belgium;Ghana;7
Cameroon;Ethiopia;24
Egypt;Slovenia;18
EuropeanUnion;Argentina;9
India;Qatar;4
Thailand;Venezuela;29
Kenya;Algeria;1
NewZealand;Romania;13
Nicaragua;Panama;5
Paraguay;Lebanon;1
Guinea;Uruguay;18
Malaysia;Ukraine;21
ElSalvador;Philippines;5
Canada;UnitedArabEmirates;4
EuropeanUnion;Côted’Ivoire;10
Indonesia;Belgium;9
Italy;Heard&McDonaldIslands;3
Bulgaria;SouthSudan;5
Italy;Kuwait;17
Sweden;Bahrain;2
Argentina;Ireland;37
Cuba;FalklandIslands;18
India;Mauritius;34
Slovakia;SouthKorea;3
Greece;Yemen;18
Denmark;SintMaarten;1
France;Nigeria;38
Denmark;Slovenia;37
Canada;Guatemala;7
India;Kuwait;16
CzechRepublic;Venezuela;21
Liberia;Chad;1
Guatemala;Colombia;11
Cuba;ElSalvador;5
CzechRepublic;CostaRica;8
Georgia;Spain;3
China;Nigeria;30
Niger;Argentina;9
Cameroon;China;20
Russia;Switzerland;95
Switzerland;Barbados;1
Canada;Israel;60
Ghana;Japan;6
Italy;Romania;79
Azerbaijan;Kazakhstan;1
Nepal;Ireland;23
SintMaarten;Bangladesh;4
SouthKorea;BurkinaFaso;4
Greenland;Russia;7
SouthAfrica;Vietnam;28
EuropeanUnion;Jordan;9
CzechRepublic;Mauritius;18
Lithuania;Malaysia;13
Pakistan;UnitedStates;33
Denmark;Guinea;18
Brazil;Turkey;65
Malawi;Poland;4
UnitedKingdom;Serbia;74
Slovakia;SouthAfrica;23
Ghana;Portugal;6
Nigeria;Bolivia;13
Singapore;Iraq;12
Canada;Cameroon;8
Australia;NewZealand;118
Serbia;Lithuania;14
Egypt;Nepal;13
SouthKorea;Tunisia;4
Estonia;Finland;30
Guatemala;Myanmar;4
Italy;Pakistan;30
Moldova;Germany;44
Dominica;Finland;2
Ethiopia;Syria;5
Iceland;India;8
Guernsey;Bangladesh;2
CzechRepublic;Serbia;17
Greenland;Japan;7
Germany;UnitedKingdom;879
France;Djibouti;7
Pakistan;Ukraine;11
SouthAfrica;Taiwan;27
Vietnam;Japan;20
IsleofMan;Pakistan;3
IsleofMan;Latvia;1
Ghana;Zambia;20
Nigeria;SriLanka;16
Barbados;Cyprus;3
Syria;Zimbabwe;5
NorthKorea;Yemen;7
Guatemala;Malawi;4
Yemen;Singapore;2
Georgia;Slovakia;3
Netherlands;FaroeIslands;2
Cyprus;Mauritius;16
Jersey;Singapore;2
UnitedKingdom;Morocco;10
Malaysia;SaudiArabia;21
Israel;Guadeloupe;2
Guinea;NewZealand;18
Russia;Tunisia;4
Iran;Kenya;9
Ghana;France;16
BurkinaFaso;Cuba;5
Zimbabwe;Mongolia;5
Argentina;Malta;7
Malta;UnitedKingdom;14
Sweden;Uzbekistan;1
Côted’Ivoire;CzechRepublic;22
NewZealand;SintMaarten;1
Sweden;Switzerland;151
Iran;Thailand;34
Chile;Panama;36
Iran;Gibraltar;1
Belgium;Trinidad&Tobago;15
Kenya;Chile;11
Romania;UnitedKingdom;135
Kenya;Estonia;6
Vanuatu;Ethiopia;4
Senegal;Uganda;1
Honduras;Mozambique;4
Sweden;Nepal;29
SriLanka;Ireland;3
Colombia;Romania;19
Cuba;Uruguay;18
Guinea;SierraLeone;1
Uganda;Cambodia;1
China;Mauritius;34
Ghana;Kenya;26
Yemen;Ukraine;1
Botswana;Italy;11
Nigeria;Zambia;14
Canada;Nepal;9
St.Helena;Greece;4
Zambia;Jordan;1
Netherlands;Estonia;24
ElSalvador;Yemen;5
Denmark;Germany;181
SintMaarten;Vanuatu;4
Japan;Uganda;9
Brazil;Indonesia;32
Iceland;Spain;10
Poland;Macedonia;3
Barbados;France;1
Liberia;UnitedStates;7
SintMaarten;Brazil;3
Mali;Indonesia;1
Slovenia;Uruguay;19
Paraguay;Uganda;1
